,DAILY_STRESS,FLOW,DAILY_SHOUTING,WEEKLY_MEDITATION,AGE,GENDER,WEIGHTED_SCORE
7406,5,1,1,7,21 to 35,Male,77
7407,3,0,10,2,Less than 20,Female,2
7408,4,2,7,3,21 to 35,Male,38
7409,2,6,3,1,21 to 35,Female,92
7410,3,1,8,10,36 to 50,Female,31
7411,2,2,3,7,21 to 35,Male,70
7412,3,6,1,10,36 to 50,Male,115
7413,5,1,7,7,51 or more,Male,35
7414,5,4,5,7,51 or more,Female,70
7415,3,3,7,7,36 to 50,Female,49
7416,4,6,4,3,Less than 20,Female,87
7417,1,3,1,10,36 to 50,Female,94
7418,4,2,1,10,21 to 35,Male,87
7419,1,3,2,10,21 to 35,Male,87
7420,2,3,2,10,21 to 35,Male,87
7421,2,1,1,6,36 to 50,Female,76
7422,3,2,0,10,36 to 50,Male,94
7423,4,4,1,10,21 to 35,Female,101
7424,4,4,3,6,Less than 20,Male,83
7425,5,0,8,3,21 to 35,Female,17
7426,3,6,8,0,36 to 50,Male,56
7427,3,0,10,10,51 or more,Female,10
7428,3,1,3,4,36 to 50,Female,60
7429,3,1,3,10,36 to 50,Male,66
7430,3,0,3,3,36 to 50,Female,52
7431,3,5,2,7,51 or more,Female,98
7432,3,0,2,10,21 to 35,Female,66
7433,3,4,7,9,36 to 50,Female,58
7434,5,7,5,9,21 to 35,Female,93
7435,2,3,2,10,51 or more,Male,87
7436,4,1,6,2,21 to 35,Female,37
7437,0,3,0,7,36 to 50,Female,98
7438,2,3,4,3,36 to 50,Female,66
7439,1,1,1,10,51 or more,Female,80
7440,2,6,2,10,51 or more,Female,108
7441,5,6,5,2,36 to 50,Male,79
7442,5,5,4,5,Less than 20,Female,82
7443,4,7,4,7,36 to 50,Male,98
7444,1,4,0,5,51 or more,Male,103
7445,5,4,2,7,21 to 35,Female,91
7446,3,2,2,8,21 to 35,Male,78
7447,2,9,3,2,Less than 20,Female,114
7448,1,6,1,8,36 to 50,Female,113
7449,5,2,2,3,51 or more,Female,73
7450,5,10,10,10,21 to 35,Female,80
7451,3,3,4,7,51 or more,Female,70
7452,5,2,1,3,21 to 35,Female,80
7453,3,0,2,1,Less than 20,Male,57
7454,2,1,2,2,36 to 50,Female,65
7455,3,3,1,4,21 to 35,Female,88
7456,2,0,1,2,21 to 35,Male,65
7457,4,2,2,7,36 to 50,Female,77
7458,2,3,5,5,21 to 35,Male,61
7459,3,4,4,3,36 to 50,Female,73
7460,4,2,3,6,Less than 20,Female,69
7461,4,3,3,3,21 to 35,Female,73
7462,3,7,0,4,36 to 50,Male,123
7463,3,2,2,7,21 to 35,Female,77
7464,3,4,3,10,51 or more,Male,87
7465,4,0,7,8,21 to 35,Female,29
7466,2,2,0,7,51 or more,Female,91
7467,4,1,1,10,21 to 35,Female,80
7468,3,3,0,10,21 to 35,Female,101
7469,4,4,2,4,21 to 35,Male,88
7470,3,2,7,5,21 to 35,Female,40
7471,3,3,3,2,36 to 50,Male,72
7472,4,7,2,9,51 or more,Female,114
7473,4,1,6,1,36 to 50,Female,36
7474,1,6,3,8,21 to 35,Female,99
7475,5,1,5,3,36 to 50,Female,45
7476,3,0,7,7,36 to 50,Female,28
7477,1,2,1,10,21 to 35,Male,87
7478,4,2,1,1,36 to 50,Female,78
7479,2,2,1,10,51 or more,Female,87
7480,2,0,5,3,21 to 35,Female,38
7481,2,6,1,5,51 or more,Female,110
7482,3,3,5,10,36 to 50,Female,66
7483,1,2,4,10,36 to 50,Male,66
7484,4,4,1,5,Less than 20,Female,96
7485,4,4,1,5,36 to 50,Female,96
7486,3,3,1,6,36 to 50,Female,90
7487,2,2,3,10,51 or more,Female,73
7488,4,1,1,2,36 to 50,Female,72
7489,1,4,0,10,36 to 50,Female,108
7490,2,1,1,10,36 to 50,Female,80
7491,4,1,3,4,21 to 35,Male,60
7492,2,6,1,10,36 to 50,Female,115
7493,2,6,1,10,36 to 50,Female,115
7494,4,2,7,1,36 to 50,Female,36
7495,2,3,2,8,21 to 35,Female,85
7496,5,1,1,3,21 to 35,Female,73
7497,4,3,1,3,21 to 35,Female,87
7498,3,6,1,2,36 to 50,Female,107
7499,1,1,0,7,21 to 35,Female,84
7500,1,3,5,7,36 to 50,Male,63
7501,2,4,3,8,Less than 20,Female,85
7502,2,1,1,5,36 to 50,Male,75
7503,2,3,2,3,51 or more,Female,80
7504,5,1,4,1,Less than 20,Female,50
7505,3,2,4,3,Less than 20,Female,59
7506,4,6,10,2,Less than 20,Female,44
7507,5,3,5,3,Less than 20,Female,59
7508,4,3,3,10,21 to 35,Male,80
7509,2,4,2,6,36 to 50,Male,90
7510,5,4,4,10,36 to 50,Female,80
7511,3,4,1,4,21 to 35,Female,95
7512,1,3,5,7,Less than 20,Male,63
7513,3,0,5,6,51 or more,Female,41
7514,4,1,5,5,21 to 35,Male,47
7515,5,3,2,8,21 to 35,Female,85
7516,2,3,4,10,21 to 35,Male,73
7517,2,5,4,10,36 to 50,Male,87
7518,3,3,3,10,36 to 50,Female,80
7519,2,4,2,7,21 to 35,Female,91
7520,3,3,3,3,36 to 50,Male,73
7521,2,4,1,10,21 to 35,Male,101
7522,3,4,1,6,21 to 35,Female,97
7523,1,5,1,9,51 or more,Female,107
7524,1,2,1,10,36 to 50,Male,87
7525,2,3,1,10,36 to 50,Male,94
7526,4,0,10,2,21 to 35,Female,2
7527,1,3,0,6,51 or more,Female,97
7528,3,5,3,4,36 to 50,Female,88
7529,3,3,0,6,51 or more,Female,97
7530,4,4,4,2,51 or more,Female,72
7531,1,5,1,10,51 or more,Female,108
7532,3,5,0,3,21 to 35,Female,108
7533,3,5,3,7,21 to 35,Male,91
7534,2,5,1,4,21 to 35,Female,102
7535,3,6,2,8,36 to 50,Female,106
7536,3,2,1,10,51 or more,Male,87
7537,3,3,1,7,51 or more,Male,91
7538,5,3,3,6,51 or more,Female,76
7539,5,3,3,6,51 or more,Female,76
7540,5,2,7,3,Less than 20,Female,38
7541,3,1,4,7,21 to 35,Female,56
7542,3,5,6,10,36 to 50,Female,73
7543,3,5,5,10,36 to 50,Female,80
7544,3,8,7,7,Less than 20,Male,84
7545,3,4,8,10,21 to 35,Female,52
7546,4,4,10,3,21 to 35,Female,31
7547,4,1,3,7,36 to 50,Male,63
7548,3,4,1,7,21 to 35,Female,98
7549,2,2,0,4,21 to 35,Male,88
7550,3,1,1,2,21 to 35,Female,72
7551,4,5,0,5,36 to 50,Female,110
7552,4,1,2,2,21 to 35,Female,65
7553,4,1,1,6,21 to 35,Male,76
7554,4,1,6,4,21 to 35,Female,39
7555,4,2,1,5,51 or more,Female,82
7556,3,3,7,10,36 to 50,Male,52
7557,3,7,2,9,51 or more,Female,114
7558,2,3,7,1,21 to 35,Female,43
7559,3,1,7,2,36 to 50,Female,30
7560,5,0,5,10,Less than 20,Female,45
7561,5,4,2,10,21 to 35,Female,94
7562,2,4,2,4,21 to 35,Male,88
7563,1,2,2,4,21 to 35,Male,74
7564,1,2,2,4,21 to 35,Male,74
7565,2,1,0,10,51 or more,Female,87
7566,2,2,1,5,21 to 35,Female,82
7567,2,3,0,5,21 to 35,Female,96
7568,0,5,7,6,Less than 20,Male,62
7569,2,5,3,5,Less than 20,Male,89
7570,2,4,10,8,Less than 20,Female,36
7571,2,7,7,4,Less than 20,Female,74
7572,2,4,4,5,Less than 20,Male,75
7573,3,4,3,4,Less than 20,Female,81
7574,3,1,1,2,Less than 20,Female,72
7575,2,3,2,3,Less than 20,Female,80
7576,1,4,6,10,Less than 20,Female,66
7577,2,4,1,1,Less than 20,Male,92
7578,0,1,1,7,Less than 20,Female,77
7579,2,2,3,6,Less than 20,Male,69
7580,3,2,10,10,Less than 20,Male,24
7581,2,3,0,10,21 to 35,Female,101
7582,3,1,1,10,51 or more,Male,80
7583,2,0,0,10,51 or more,Female,80
7584,3,1,0,10,51 or more,Female,87
7585,4,1,7,7,Less than 20,Female,35
7586,4,1,7,7,Less than 20,Female,35
7587,4,1,7,7,Less than 20,Female,35
7588,4,1,7,7,Less than 20,Female,35
7589,2,4,2,8,51 or more,Male,92
7590,5,2,2,10,21 to 35,Female,80
7591,5,0,10,2,36 to 50,Female,2
7592,0,2,1,10,36 to 50,Male,87
7593,5,3,3,2,51 or more,Male,72
7594,3,3,0,4,51 or more,Female,95
7595,4,2,0,5,36 to 50,Female,89
7596,5,6,2,2,51 or more,Male,100
7597,2,3,3,5,21 to 35,Male,75
7598,3,7,3,1,Less than 20,Female,99
7599,2,2,1,5,Less than 20,Male,82
7600,4,7,3,7,Less than 20,Female,105
7601,1,9,4,9,Less than 20,Male,114
7602,1,6,5,9,Less than 20,Male,86
7603,3,2,1,8,Less than 20,Male,85
7604,3,8,6,8,Less than 20,Male,92
7605,3,4,2,7,Less than 20,Female,91
7606,3,3,3,5,Less than 20,Female,75
7607,4,2,7,5,Less than 20,Female,40
7608,4,2,7,5,Less than 20,Female,40
7609,4,6,2,7,Less than 20,Female,105
7610,3,6,2,5,Less than 20,Female,103
7611,2,5,5,7,Less than 20,Male,77
7612,4,4,6,5,Less than 20,Male,61
7613,3,5,10,3,Less than 20,Male,38
7614,4,6,2,5,Less than 20,Female,103
7615,5,3,7,2,Less than 20,Female,44
7616,3,2,1,2,Less than 20,Female,79
7617,3,2,1,2,Less than 20,Female,79
7618,4,4,5,8,Less than 20,Female,71
7619,4,2,1,0,Less than 20,Male,77
7620,2,6,1,7,Less than 20,Male,112
7621,1,10,0,10,Less than 20,Male,150
7622,1,4,4,3,Less than 20,Female,73
7623,3,2,1,8,Less than 20,Female,85
7624,0,2,2,10,Less than 20,Male,80
7625,2,7,1,5,Less than 20,Male,117
7626,3,4,0,5,Less than 20,Female,103
7627,1,7,3,8,Less than 20,Female,106
7628,2,5,7,7,Less than 20,Female,63
7629,2,2,5,4,Less than 20,Female,53
7630,2,2,1,7,36 to 50,Male,84
7631,3,1,5,5,51 or more,Female,47
7632,0,7,0,10,36 to 50,Male,129
7633,3,2,0,10,21 to 35,Female,94
7634,5,5,0,5,21 to 35,Female,110
7635,5,7,1,6,36 to 50,Female,118
7636,5,5,0,5,Less than 20,Male,110
7637,4,3,4,10,21 to 35,Male,73
7638,4,5,3,10,21 to 35,Female,94
7639,1,3,5,10,Less than 20,Male,66
7640,3,5,4,7,Less than 20,Female,84
7641,1,1,3,10,Less than 20,Female,66
7642,2,7,4,5,Less than 20,Female,96
7643,3,7,5,2,Less than 20,Female,86
7644,1,1,0,3,Less than 20,Male,80
7645,0,5,1,1,Less than 20,Male,99
7646,4,2,10,3,Less than 20,Male,17
7647,0,5,10,7,Less than 20,Male,42
7648,1,4,3,8,Less than 20,Male,85
7649,1,0,1,2,Less than 20,Male,65
7650,0,5,3,7,Less than 20,Female,91
7651,0,3,2,10,Less than 20,Male,87
7652,3,6,7,8,Less than 20,Female,71
7653,1,2,3,5,Less than 20,Female,68
7654,3,2,4,7,Less than 20,Female,63
7655,1,6,10,0,Less than 20,Male,42
7656,1,2,3,5,Less than 20,Female,68
7657,1,3,2,5,Less than 20,Female,82
7658,1,5,1,7,36 to 50,Male,105
7659,1,5,1,7,36 to 50,Male,105
7660,1,1,0,10,51 or more,Female,87
7661,3,1,1,3,51 or more,Female,73
7662,4,1,2,2,51 or more,Female,65
7663,1,4,3,10,21 to 35,Female,87
7664,3,6,5,9,51 or more,Female,86
7665,3,5,2,3,21 to 35,Male,94
7666,4,0,9,10,Less than 20,Female,17
7667,3,7,6,1,21 to 35,Female,78
7668,2,5,0,10,51 or more,Male,115
7669,2,2,1,8,51 or more,Female,85
7670,0,1,1,7,51 or more,Female,77
7671,2,6,2,6,51 or more,Male,104
7672,3,3,5,5,36 to 50,Female,61
7673,5,3,1,1,21 to 35,Female,85
7674,4,1,1,10,21 to 35,Female,80
7675,5,4,5,4,51 or more,Female,67
7676,5,4,5,4,51 or more,Female,67
7677,2,1,2,3,51 or more,Male,66
7678,4,5,4,9,21 to 35,Male,86
7679,2,3,1,6,51 or more,Female,90
7680,3,2,3,10,21 to 35,Male,73
7681,3,3,1,9,21 to 35,Male,93
7682,4,2,7,4,Less than 20,Female,39
7683,4,3,7,5,Less than 20,Female,47
7684,3,2,7,4,Less than 20,Female,39
7685,1,6,1,10,51 or more,Female,115
7686,1,6,1,10,51 or more,Female,115
7687,4,1,5,10,51 or more,Male,52
7688,4,4,1,4,21 to 35,Female,95
7689,3,2,10,2,36 to 50,Female,16
7690,2,3,1,10,36 to 50,Female,94
7691,3,5,3,6,21 to 35,Male,90
7692,3,3,1,7,21 to 35,Female,91
7693,5,2,3,7,21 to 35,Female,70
7694,5,3,2,3,51 or more,Female,80
7695,1,4,1,4,21 to 35,Male,95
7696,3,7,3,5,21 to 35,Female,103
7697,5,9,4,3,21 to 35,Female,108
7698,3,3,2,5,21 to 35,Female,82
7699,2,1,10,7,21 to 35,Female,14
7700,3,2,1,4,21 to 35,Female,81
7701,3,8,4,4,21 to 35,Female,102
7702,5,5,9,0,21 to 35,Female,42
7703,2,5,3,10,21 to 35,Male,94
7704,5,5,3,5,Less than 20,Female,89
7705,3,9,3,7,21 to 35,Female,119
7706,4,1,1,10,21 to 35,Female,80
7707,5,1,2,1,21 to 35,Female,64
7708,5,0,1,1,21 to 35,Female,64
7709,3,3,2,3,21 to 35,Female,80
7710,3,4,1,10,51 or more,Female,101
7711,5,5,5,6,21 to 35,Male,76
7712,5,4,9,0,21 to 35,Female,35
7713,3,8,1,4,21 to 35,Male,123
7714,2,4,1,5,21 to 35,Female,96
7715,2,0,7,6,36 to 50,Female,27
7716,3,6,4,3,21 to 35,Female,87
7717,4,4,3,8,Less than 20,Female,85
7718,2,6,1,5,21 to 35,Female,110
7719,4,1,4,6,36 to 50,Female,55
7720,2,3,3,3,21 to 35,Male,73
7721,3,0,3,10,36 to 50,Male,59
7722,4,3,0,8,21 to 35,Male,99
7723,4,3,10,0,21 to 35,Female,21
7724,1,1,0,10,51 or more,Female,87
7725,2,1,3,8,51 or more,Female,64
7726,5,0,3,4,21 to 35,Female,53
7727,1,3,5,6,36 to 50,Female,62
7728,2,2,5,10,36 to 50,Male,59
7729,3,1,1,1,36 to 50,Male,71
7730,3,6,0,5,36 to 50,Male,117
7731,1,1,5,10,51 or more,Female,52
7732,2,1,3,10,51 or more,Female,66
7733,4,8,1,4,51 or more,Female,123
7734,2,4,2,5,21 to 35,Female,89
7735,1,2,0,7,51 or more,Female,91
7736,3,4,6,10,51 or more,Male,66
7737,3,1,0,7,51 or more,Male,84
7738,3,6,10,2,36 to 50,Female,44
7739,1,2,4,4,21 to 35,Female,60
7740,4,3,0,10,36 to 50,Male,101
7741,2,1,6,3,21 to 35,Female,38
7742,1,2,4,8,51 or more,Male,64
7743,5,3,5,6,21 to 35,Female,62
7744,4,8,3,8,51 or more,Female,113
7745,4,6,1,4,51 or more,Female,109
7746,1,2,1,9,51 or more,Female,86
7747,1,5,0,5,36 to 50,Female,110
7748,4,2,5,3,36 to 50,Female,52
7749,4,4,4,5,21 to 35,Male,75
7750,3,2,1,3,51 or more,Female,80
7751,1,1,0,10,51 or more,Female,87
7752,1,3,5,7,36 to 50,Female,63
7753,1,4,1,7,51 or more,Male,98
7754,5,5,2,5,36 to 50,Female,96
7755,3,4,5,10,51 or more,Female,73
7756,2,1,7,10,36 to 50,Female,38
7757,2,6,2,4,21 to 35,Male,102
7758,5,4,3,3,Less than 20,Female,80
7759,5,2,2,1,Less than 20,Female,71
7760,2,5,5,10,21 to 35,Male,80
7761,5,3,2,5,Less than 20,Female,82
7762,5,1,0,1,Less than 20,Female,78
7763,3,2,3,4,Less than 20,Male,67
7764,2,3,1,1,Less than 20,Male,85
7765,4,4,5,5,Less than 20,Female,68
7766,5,2,5,2,Less than 20,Female,51
7767,0,1,0,3,21 to 35,Male,80
7768,3,2,2,8,36 to 50,Male,78
7769,2,3,2,3,21 to 35,Male,80
7770,5,0,0,10,21 to 35,Male,80
7771,1,3,1,3,36 to 50,Female,87
7772,1,4,1,10,36 to 50,Male,101
7773,3,4,10,4,36 to 50,Female,32
7774,4,7,1,1,21 to 35,Female,113
7775,5,3,3,7,Less than 20,Female,77
7776,2,4,6,5,21 to 35,Male,61
7777,4,5,2,2,21 to 35,Female,93
7778,4,3,4,8,21 to 35,Female,71
7779,3,4,1,7,51 or more,Female,98
7780,1,4,1,10,36 to 50,Male,101
7781,4,1,1,7,36 to 50,Female,77
7782,5,1,2,5,51 or more,Female,68
7783,2,0,2,5,36 to 50,Female,61
7784,2,2,3,2,36 to 50,Female,65
7785,2,2,0,10,51 or more,Female,94
7786,3,5,4,6,21 to 35,Male,83
7787,4,1,5,3,36 to 50,Female,45
7788,3,1,2,5,51 or more,Female,68
7789,4,1,0,7,21 to 35,Female,84
7790,2,5,0,10,51 or more,Female,115
7791,1,8,2,10,21 to 35,Female,122
7792,4,3,1,3,36 to 50,Male,87
7793,5,1,4,10,51 or more,Female,59
7794,4,6,2,5,21 to 35,Male,103
7795,3,3,4,1,36 to 50,Female,64
7796,4,0,1,3,51 or more,Female,66
7797,5,6,3,5,Less than 20,Male,96
7798,3,3,6,10,Less than 20,Male,59
7799,4,2,6,10,Less than 20,Male,52
7800,5,3,9,1,Less than 20,Male,29
7801,5,1,9,1,Less than 20,Male,15
7802,5,0,0,3,36 to 50,Female,73
7803,2,1,0,2,51 or more,Male,79
7804,2,1,6,9,51 or more,Male,44
7805,5,3,8,7,Less than 20,Female,42
7806,3,7,9,5,51 or more,Male,61
7807,3,5,5,1,36 to 50,Female,71
7808,3,4,2,3,Less than 20,Male,87
7809,2,3,1,3,36 to 50,Female,87
7810,2,1,1,6,21 to 35,Male,76
7811,2,3,1,3,36 to 50,Female,87
7812,5,1,1,6,36 to 50,Male,76
7813,2,4,3,6,21 to 35,Male,83
7814,3,0,0,7,36 to 50,Male,77
7815,2,1,1,10,36 to 50,Male,80
7816,3,2,1,7,36 to 50,Female,84
7817,5,1,10,1,21 to 35,Female,8
7818,3,5,5,10,51 or more,Female,80
7819,1,2,0,10,51 or more,Male,94
7820,3,7,10,10,36 to 50,Male,59
7821,2,7,10,10,36 to 50,Male,59
7822,3,1,2,5,21 to 35,Male,68
7823,3,5,5,1,36 to 50,Female,71
7824,4,5,5,10,36 to 50,Male,80
7825,3,6,2,10,51 or more,Female,108
7826,3,4,0,3,21 to 35,Female,101
7827,4,2,1,6,51 or more,Female,83
7828,3,1,1,7,36 to 50,Female,77
7829,3,2,1,7,21 to 35,Female,84
7830,3,4,3,7,36 to 50,Female,84
7831,3,4,2,7,Less than 20,Female,91
7832,2,6,3,6,36 to 50,Female,97
7833,4,5,4,3,36 to 50,Male,80
7834,2,1,2,10,21 to 35,Female,73
7835,2,1,7,8,21 to 35,Female,36
7836,1,3,2,3,Less than 20,Male,80
7837,2,3,3,6,36 to 50,Female,76
7838,5,1,0,10,51 or more,Male,87
7839,4,5,2,10,51 or more,Male,101
7840,3,1,3,2,36 to 50,Female,58
7841,3,2,7,3,51 or more,Male,38
7842,2,1,5,5,21 to 35,Male,47
7843,5,1,0,10,21 to 35,Female,87
7844,4,0,0,10,21 to 35,Male,80
7845,2,8,1,5,36 to 50,Male,124
7846,3,1,0,0,36 to 50,Female,77
7847,2,1,5,7,21 to 35,Female,49
7848,3,4,0,10,51 or more,Male,108
7849,5,2,4,10,Less than 20,Male,66
7850,4,2,2,10,36 to 50,Male,80
7851,4,7,1,5,21 to 35,Female,117
7852,3,2,2,5,21 to 35,Male,75
7853,1,2,1,10,21 to 35,Male,87
7854,1,1,1,7,36 to 50,Male,77
7855,2,0,3,10,21 to 35,Male,59
7856,3,3,1,7,51 or more,Female,91
7857,3,2,2,10,36 to 50,Male,80
7858,2,4,0,4,36 to 50,Female,102
7859,5,3,4,10,36 to 50,Female,73
7860,3,0,0,10,21 to 35,Female,80
7861,2,2,2,6,36 to 50,Male,76
7862,3,10,3,4,51 or more,Female,123
7863,3,10,3,4,51 or more,Female,123
7864,1,1,1,6,21 to 35,Male,76
7865,2,5,3,6,21 to 35,Male,90
7866,3,7,3,10,21 to 35,Female,108
7867,1,2,0,6,Less than 20,Female,90
7868,2,4,3,6,36 to 50,Female,83
7869,3,2,1,3,51 or more,Male,80
7870,3,4,3,7,21 to 35,Female,84
7871,4,2,3,7,36 to 50,Male,70
7872,5,0,4,2,21 to 35,Female,44
7873,0,1,1,10,Less than 20,Male,80
7874,3,0,10,0,21 to 35,Female,0
7875,1,5,10,1,36 to 50,Female,36
7876,3,4,5,6,36 to 50,Female,69
7877,4,4,7,2,21 to 35,Male,51
7878,3,5,2,5,21 to 35,Female,96
7879,3,1,8,8,36 to 50,Male,29
7880,3,1,7,8,36 to 50,Male,36
7881,3,7,4,4,21 to 35,Female,95
7882,5,10,3,3,51 or more,Female,122
7883,4,2,3,4,36 to 50,Female,67
7884,2,4,3,7,51 or more,Male,84
7885,3,5,0,3,21 to 35,Female,108
7886,3,2,10,4,36 to 50,Female,18
7887,4,6,10,10,21 to 35,Male,52
7888,3,1,2,7,51 or more,Female,70
7889,1,2,2,10,51 or more,Male,80
7890,1,0,5,7,36 to 50,Male,42
7891,1,5,1,10,36 to 50,Female,108
7892,3,0,2,5,21 to 35,Male,61
7893,4,3,1,10,36 to 50,Female,94
7894,3,0,1,10,21 to 35,Male,73
7895,4,5,2,4,51 or more,Female,95
7896,2,2,5,7,21 to 35,Female,56
7897,4,4,7,3,21 to 35,Male,52
7898,4,4,3,7,21 to 35,Female,84
7899,5,4,2,7,51 or more,Male,91
7900,1,8,2,9,51 or more,Female,121
7901,2,3,2,8,36 to 50,Male,85
7902,3,2,4,10,36 to 50,Female,66
7903,1,2,0,7,36 to 50,Female,91
7904,2,2,5,3,21 to 35,Female,52
7905,3,1,8,10,36 to 50,Female,31
7906,4,1,3,3,21 to 35,Female,59
7907,2,4,2,7,36 to 50,Female,91
7908,0,0,3,7,51 or more,Male,56
7909,3,2,0,6,36 to 50,Female,90
7910,3,3,4,5,51 or more,Male,68
7911,4,0,3,10,51 or more,Female,59
7912,5,4,10,10,21 to 35,Female,38
7913,3,0,0,2,21 to 35,Female,72
7914,0,2,5,8,51 or more,Female,57
7915,0,1,2,9,51 or more,Male,72
7916,3,2,2,8,36 to 50,Female,78
7917,1,1,1,1,21 to 35,Male,71
7918,3,4,1,7,Less than 20,Female,98
7919,3,5,0,1,36 to 50,Female,106
7920,4,9,1,2,21 to 35,Female,128
7921,5,4,1,7,21 to 35,Female,98
7922,1,4,1,8,36 to 50,Male,99
7923,2,1,3,6,36 to 50,Male,62
7924,0,6,1,7,Less than 20,Male,112
7925,3,3,3,10,Less than 20,Female,80
7926,4,1,1,6,51 or more,Male,76
7927,3,3,10,10,21 to 35,Female,31
7928,4,1,10,7,36 to 50,Female,14
7929,2,2,3,9,Less than 20,Male,72
7930,4,3,10,7,36 to 50,Male,28
7931,3,1,5,6,36 to 50,Female,48
7932,2,2,1,6,51 or more,Female,83
7933,5,1,7,1,36 to 50,Female,29
7934,2,6,2,3,36 to 50,Female,101
7935,3,2,1,1,21 to 35,Female,78
7936,3,1,0,7,21 to 35,Male,84
7937,2,3,0,10,51 or more,Female,101
7938,3,5,6,5,36 to 50,Female,68
7939,5,7,5,9,51 or more,Female,93
7940,3,3,4,4,51 or more,Male,67
7941,4,2,2,7,21 to 35,Female,77
7942,2,2,3,10,21 to 35,Male,73
7943,4,2,2,7,51 or more,Female,77
7944,2,4,4,10,21 to 35,Male,80
7945,3,6,0,3,36 to 50,Male,115
7946,4,1,0,2,21 to 35,Male,79
7947,3,3,1,3,36 to 50,Female,87
7948,2,3,4,6,51 or more,Male,69
7949,2,1,2,10,51 or more,Female,73
7950,4,3,0,10,Less than 20,Female,101
7951,2,7,1,5,Less than 20,Male,117
7952,4,7,3,6,Less than 20,Female,104
7953,2,4,1,5,Less than 20,Male,96
7954,2,2,6,10,Less than 20,Male,52
7955,3,2,1,8,Less than 20,Female,85
7956,3,4,0,10,21 to 35,Male,108
7957,0,10,1,10,36 to 50,Female,143
7958,3,2,3,2,36 to 50,Male,65
7959,1,3,2,7,21 to 35,Female,84
7960,0,8,1,10,36 to 50,Female,129
7961,1,2,1,10,21 to 35,Male,87
7962,5,1,2,0,21 to 35,Male,63
7963,3,2,1,5,Less than 20,Female,82
7964,1,0,4,7,36 to 50,Male,49
7965,2,2,0,7,51 or more,Female,91
7966,4,5,2,10,36 to 50,Female,101
7967,2,6,1,2,21 to 35,Female,107
7968,2,6,1,2,21 to 35,Female,107
7969,4,5,0,1,51 or more,Female,106
7970,2,2,0,9,21 to 35,Male,93
7971,3,5,5,4,36 to 50,Male,74
7972,5,1,5,5,51 or more,Female,47
7973,1,7,1,3,51 or more,Male,115
7974,3,6,2,5,21 to 35,Male,103
7975,5,0,0,7,51 or more,Male,77
7976,3,4,1,2,21 to 35,Male,93
7977,4,1,7,2,21 to 35,Female,30
7978,2,1,1,2,21 to 35,Male,72
7979,4,1,5,5,21 to 35,Male,47
7980,3,2,10,4,21 to 35,Female,18
7981,1,2,2,3,21 to 35,Male,73
7982,3,2,8,1,21 to 35,Male,29
7983,3,2,8,1,21 to 35,Male,29
7984,4,3,2,3,21 to 35,Male,80
7985,4,1,6,3,21 to 35,Male,38
7986,2,4,1,10,Less than 20,Male,101
7987,2,1,1,3,21 to 35,Female,73
7988,1,6,0,8,51 or more,Male,120
7989,3,1,2,10,21 to 35,Female,73
7990,4,4,1,7,21 to 35,Female,98
7991,1,1,0,10,21 to 35,Male,87
7992,2,5,1,10,21 to 35,Male,108
7993,4,2,4,10,36 to 50,Female,66
7994,1,3,1,2,Less than 20,Male,86
7995,4,1,7,8,36 to 50,Male,36
7996,2,7,4,10,21 to 35,Male,101
7997,4,2,6,7,36 to 50,Female,49
7998,5,2,0,5,Less than 20,Female,89
7999,5,3,5,5,21 to 35,Male,61
8000,4,5,1,10,21 to 35,Male,108
8001,5,2,10,2,21 to 35,Female,16
8002,4,2,2,4,36 to 50,Male,74
8003,1,1,4,10,36 to 50,Male,59
8004,1,1,4,10,36 to 50,Male,59
8005,2,1,5,5,21 to 35,Male,47
8006,5,5,8,2,36 to 50,Female,51
8007,5,5,2,7,51 or more,Female,98
8008,2,1,0,10,36 to 50,Female,87
8009,4,0,3,10,36 to 50,Male,59
8010,2,10,0,10,21 to 35,Male,150
8011,1,3,8,5,Less than 20,Male,40
8012,3,8,7,4,Less than 20,Female,81
8013,2,2,10,5,Less than 20,Female,19
8014,1,4,1,4,Less than 20,Male,95
8015,3,4,4,1,21 to 35,Female,71
8016,3,5,1,7,21 to 35,Male,105
8017,4,2,5,5,36 to 50,Female,54
8018,3,3,2,7,21 to 35,Male,84
8019,5,2,6,1,21 to 35,Female,43
8020,5,1,3,1,36 to 50,Female,57
8021,3,6,3,7,36 to 50,Female,98
8022,5,2,10,1,21 to 35,Female,15
8023,4,1,4,5,21 to 35,Male,54
8024,2,4,5,7,21 to 35,Female,70
8025,3,5,1,5,21 to 35,Female,103
8026,3,1,1,1,21 to 35,Female,71
8027,3,2,1,5,21 to 35,Male,82
8028,5,2,1,10,Less than 20,Female,87
8029,4,5,2,4,36 to 50,Female,95
8030,2,1,0,4,36 to 50,Female,81
8031,4,1,0,3,21 to 35,Female,80
8032,3,3,5,4,36 to 50,Female,60
8033,3,5,3,10,36 to 50,Male,94
8034,3,3,3,6,21 to 35,Female,76
8035,4,1,2,10,21 to 35,Female,73
8036,2,3,2,4,21 to 35,Female,81
8037,4,2,1,7,21 to 35,Male,84
8038,3,2,3,10,36 to 50,Male,73
8039,1,1,5,4,21 to 35,Female,46
8040,3,5,2,3,21 to 35,Female,94
8041,3,3,0,3,36 to 50,Male,94
8042,4,3,2,9,21 to 35,Female,86
8043,3,6,4,7,36 to 50,Female,91
